subregion,country,region,period.num,period,industry,site,unit,site.unit,BP.cal.median,C14.mean,C14.SD,C14.CV,calib.curve,sample.id,longitude,latitude,material,delta 13,method and id,citation,source,comments
N Central,Spain,NE Spain,3,End Glacial,Azilian,Margineda,6 L,Margineda 6,12250,10630,190,0.0179,intcal13,Ly-3364,1.6270,42.5780,Charcoal,NA,"Conv 14C, 7075","Martinez-Moreno J. e.a. 2006. APDCA, Antibes: 147-160.",Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Azilian,Margineda,6 BASE,Margineda 6,12264,10640,260,0.0244,intcal13,Ly-2843,1.6270,42.5780,Charcoal,NA,"Conv 14C, 7074","Martinez-Moreno J. e.a. 2006. APDCA, Antibes: 147-160.",Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Margineda,7 b,Margineda 7,12270,10540,120,0.0114,intcal13,Ly-5419,1.6270,42.5780,NA,NA,"Conv 14C, 7556",Utrilla P. e.a. 2012. QI,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Margineda,7 c,Margineda 7,12165,10450,120,0.0115,intcal13,Ly-4405,1.6270,42.5780,NA,?,"AMS, 5294",Utrilla P. e.a. 2012. QI,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Azilian,Margineda,c 7 rosa,Margineda 7,11986,10340,130,0.0126,intcal13,Ly-4403,1.6270,42.5780,Charcoal,NA,"Conv 14C, 7002",Martinez-Moreno J. e.a. TP 66: 45-60. Utrilla P. e.a. 2012. QI,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Azilian,Margineda,c 7 rosa,Margineda 7,13060,11160,150,0.0134,intcal13,Ly-4404,1.6270,42.5780,from layer 7 rosa,NA,"Conv 14C, 7549",Martinez-Moreno J. e.a. TP 66: 45-60. Utrilla P. e.a. 2012. QI,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Margineda,7 b,Margineda 7,12508,10740,160,0.0149,intcal13,Ly-3895,1.6270,42.5780,NA,NA,"Conv 14C, 7555",Utrilla P. e.a. 2012. QI,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Azilian,Margineda,c 7 rosa,Margineda 7,11752,10220,260,0.0254,intcal13,Ly-3293,1.6270,42.5780,NA,NA,"Conv 14C, 7557",Martinez-Moreno J. e.a. TP 66: 45-60. Utrilla P. e.a. 2012. QI,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Azilian,Margineda,c 8 sup,Margineda 8,13148,11320,120,0.0106,intcal13,Ly-4407,1.6270,42.5780,Charcoal,NA,"Conv 14C, 7000",Martinez-Moreno J. e.a. TP 66: 45-60.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Azilian,Margineda,c 8 sup,Margineda 8,12585,10760,120,0.0112,intcal13,Ly-4406,1.6270,42.5780,NA,NA,"Conv 14C, 7551",Martinez-Moreno J. e.a. TP 66: 45-60.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Azilian,Margineda,c 8 sup,Margineda 8,13047,11130,140,0.0126,intcal13,Ly-5417,1.6270,42.5780,NA,NA,"Conv 14C, 7550",Martinez-Moreno J. e.a. TP 66: 45-60.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Azilian,Margineda,C 8,Margineda 8,13072,11180,150,0.0134,intcal13,Ly-4897,1.6270,42.5780,NA,NA,"Conv 14C, 7548",Martinez-Moreno J. e.a. TP 66: 45-60.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Azilian,Margineda,C 8,Margineda 8,13118,11230,170,0.0151,intcal13,Ly-5418,1.6270,42.5780,Charcoal,NA,"Conv 14C, 7001",Martinez-Moreno J. e.a. TP 66: 45-60.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Margineda,8 sr,Margineda 8,12988,11090,170,0.0153,intcal13,Ly-4894,1.6270,42.5780,NA,NA,"Conv 14C, 7554",Utrilla P. e.a. 2012. QI,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Margineda,9,Margineda 9,13060,11160,150,0.0134,intcal13,Ly-4895,1.6270,42.5780,NA,NA,"Conv 14C, 7553",Utrilla P. e.a. 2012. QI,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Margineda,9,Margineda 9,13719,11600,280,0.0241,intcal13,Ly-5416,1.6270,42.5780,NA,NA,"Conv 14C, 7614",Utrilla P. e.a. 2012. QI,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Upper Palaeolithic,Maritza,30-31,Maritza 30-31,12193,10420,100,0.0096,intcal13,R-1271,13.4256,42.0284,NA,NA,"Conv 14C, 7287",Holt B. e.a. 2008. Yearbook of Physical Anthropology  51: 70-99.,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Upper Palaeolithic,Maritza,37-39,Maritza 37-39,12300,10420,60,0.0058,intcal13,R-1270,13.4256,42.0284,NA,NA,"Conv 14C, 7288",Mussi M. e.a. 2011. QI 242: 360-370.,Leuven,NA
N Central,France,NA,3,End Glacial,"Epipalaeolithic, Terminal Epigravettian",Martin,2-3,Martin 2-3,10992,9686,75,0.0077,intcal13,LTL-8015A,6.9500,43.8000,Charcoal,NA,"Conv 14C, 7796",Naudinot N. e.a. 2014. JAS ip.,Leuven,NA
N Central,France,NA,3,End Glacial,"Epipalaeolithic, Terminal Epigravettian",Martin,2-3,Martin 2-3,11669,10069,80,0.0079,intcal13,LTL-8014A,6.9500,43.8000,Charcoal,NA,"Conv 14C, 7797",Naudinot N. e.a. 2014. JAS ip.,Leuven,NA
N Central,France,NA,3,End Glacial,"Epipalaeolithic, Terminal Epigravettian",Martin,2-3,Martin 2-3,12546,10820,200,0.0185,intcal13,MC-2346,6.9500,43.8000,Charcoal,NA,"Conv 14C, 7310",Naudinot N. e.a. 2014. JAS ip.,Leuven,NA
N Central,France,NA,3,End Glacial,"Epipalaeolithic, Terminal Epigravettian",Martin,2-3,Martin 2-3,11821,10200,200,0.0196,intcal13,MC-2345,6.9500,43.8000,Charcoal,NA,"Conv 14C, 7311",Naudinot N. e.a. 2014. JAS ip.,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,"Epipalaeolithic, Terminal Epigravettian",Martin,2-3,Martin 2-3,14760,12400,500,0.0403,intcal13,MC-2347,6.9500,43.8000,Charcoal,NA,"Conv 14C, 7799",Naudinot N. e.a. 2014. JAS ip.,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,"Epibouverien, ER2",Martin,5,Martin 5,14116,12191,60,0.0049,intcal13,LTL-8016A,6.9500,43.8000,Charcoal,NA,"Conv 14C, 7798","Onoratini,G and Renault-Miskovsky,J, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174 . Naudinot N. e.a. 2014. JAS ip.",Leuven,NA
N Central,France,NA,2,Late Pleniglacial,"Epibouverien, ER2",Martin,5,Martin 5,14156,12000,250,0.0208,intcal13,MC-2348,6.9500,43.8000,NA,NA,"Conv 14C, 2017","Onoratini,G and Renault-Miskovsky,J, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174 . Naudinot N. e.a. 2014. JAS ip.",Leuven,NA
N Central,France,Rhรดne-Alpes,3,End Glacial,unspec.,Marzal,5E,Marzal 5E,12394,10770,230,0.0214,intcal13,Ly-7606,4.1400,44.1900,NA,NA,NA,NA,PANCEA,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolitico Geometrico,Cingle del Mas Cremat,V,Mas Cremat V,7664,6800,50,0.0074,intcal13,Beta232341,-0.2798,40.5058,NA,NA,NA,Vizcaino Leรณn 2010,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolithic,Mas Cremat,"VI, VI",Mas Cremat VI,7640,6780,50,0.0074,intcal13,NA,-0.2796,40.5065,NA,NA,NA,NA,QSR paper,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Matutano,NA,Matutano,14238,12090,170,0.0141,intcal13,I-11315,-0.0500,40.1145,from layer IB,NA,"Conv 14C, 7317",NA,Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Matutano,NA,Matutano,14680,12460,180,0.0144,intcal13,UGRA-201,-0.0500,40.1145,charcoal,NA,"Conv 14C, 7315",NA,Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Matutano,NA,Matutano,14570,12390,190,0.0153,intcal13,I-11326,-0.0500,40.1145,from layer IIB,NA,"Conv 14C, 7316",NA,Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Middle/Upper Magdalenian,Matutano,NA,Matutano,16093,13370,260,0.0194,intcal13,UGRA-225,-0.0500,40.1145,from -3.2m,NA,"Conv 14C, 7312",NA,Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Middle/Upper Magdalenian,Matutano,NA,Matutano,15698,13220,270,0.0204,intcal13,UGRA-208,-0.0500,40.1145,from -2.6m,NA,"Conv 14C, 7313",NA,Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Late Magdalenian,Matutano,NA,Matutano,14807,12520,350,0.028,intcal13,UGRA-244,-0.0500,40.1145,NA,NA,"Conv 14C, 7314",NA,Leuven,NA
Southwest,Spain,S&E Spain,3,End Glacial,Late Magdalenian,Matutano,Ib,Matutano I,13490,11590,150,0.0129,intcal13,UGRA-241,-0.0500,40.1145,from -2.19m,NA,"Conv 14C, 7319",Olaria,Leuven,NA
Southwest,Spain,S&E Spain,3,End Glacial,Late Magdalenian,Matutano,Ib,Matutano I,13441,11570,210,0.0182,intcal13,UGRA-242,-0.0500,40.1145,from -2.35/2.44m,NA,"Conv 14C, 7320",Olaria,Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Final Magdalenian,Matutano,III,Matutano III,14276,12130,180,0.0148,intcal13,I-11314,-0.0500,40.1145,NA,NA,"Conv 14C, 4720","Journal of World Prehistory 12, 1998: 121-198,",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Initial Upper Magdalenian,Matutano,IV,Matutano IV,16918,13960,200,0.0143,intcal13,I-11312,-0.0500,40.1145,NA,NA,"Conv 14C, 4733","Journal of World Prehistory 12, 1998: 121-198,",Leuven,NA
Northeast,Italy,NA,1,LGM,Epigravettian,Mezzena,NA,Mezzena,24334,20200,305,0.0151,intcal13,NA,10.9949,45.4806,NA,NA,"Conv 14C, 5841",Aranguren B & Revedin A. 1997. Rivista di Scienze Preistoriche 48: 97-187-222.,Leuven,NA
Northeast,Italy,NA,3,End Glacial,Epigravettian,Mezzena,II,Mezzena II,13300,11440,180,0.0157,intcal13,NA,10.9949,45.4806,NA,NA,"Conv 14C, 5840",Aranguren B & Revedin A. 1997. Rivista di Scienze Preistoriche 48: 97-187-222.,Leuven,NA
Southeast,Italy,NA,3,End Glacial,"Early Mesolithic, Final Epigravettian 5",Mezzogiorno,11,Mezzogiorno 11,11948,10780,405,0.0376,marine13,F-35,14.4833,40.6333,shell,NA,"Conv 14C, 6291","Mussi, 1992",Leuven,NA
Southeast,Italy,NA,3,End Glacial,"Early Mesolithic, Final Epigravettian 2",Mezzogiorno,12,Mezzogiorno 12,10356,9530,170,0.0178,marine13,F-36,14.4833,40.6333,shell,NA,"Conv 14C, 6290","Mussi, 1992",Leuven,NA
Southeast,Italy,S Italy,4,Holocene,Epigravettian,Mezzogiorno,4,Mezzogiorno 4,8460,7540,135,0.0179,intcal13,F-33,14.4833,40.6333,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,S Italy,3,End Glacial,Epigravettian,Mezzogiorno,6,Mezzogiorno 6,10479,9320,180,0.0193,intcal13,F-34,14.4833,40.6333,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,S Italy,4,Holocene,Mesolithic,Molara,NA,Molara,9708,8600,100,0.0116,intcal13,OxA-534,13.3667,38.1167,NA,NA,NA,NA,PANCEA,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,Magdalenian,Moli del Salt,A,Moli del Salt A,14164,12230,50,0.0041,intcal13,Beta-277000,1.6261,41.4630,charcoal,?,"AMS, 5597",Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Moli del Salt,A,Moli del Salt A,13614,11800,50,0.0042,intcal13,Beta-284213,1.6261,41.4630,charcoal,?,"AMS, 5600",Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Moli del Salt,A,Moli del Salt A,13600,11770,50,0.0042,intcal13,Beta-284212,1.6261,41.4630,charcoal,?,"AMS, 5599",Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Upper Magdalenian,Moli del Salt,"A1, Asup",Moli del Salt A,12888,10990,50,0.0045,intcal13,Beta-179598,1.6261,41.4630,from A (cfr. Garcia Catalan 2007),?,"AMS, 2964",Garcia Diez M. 2006. L'Anthropologie 453-481. Vaquero M. e.a. 2012.JAS 39: 2785-2796. Morales J.I. e.a. 2013.. TP 70:54-75.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Moli del Salt,A,Moli del Salt A,12870,10940,50,0.0046,intcal13,Beta-284214,1.6261,41.4630,charcoal,?,"AMS, 7303",Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Upper Magdalenian,Moli del Salt,"A1, Asup",Moli del Salt A,12774,10840,50,0.0046,intcal13,Beta-179599,1.6261,41.4630,from A sup (cfr. Garcia Catalan 2007),?,"AMS, 2963",Garcia Diez M. 2006. L'Anthropologie 453-481. Vaquero M. e.a. 2012.JAS 39: 2785-2796. Morales J.I. e.a. 2013.. TP 70:54-75.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Moli del Salt,A,Moli del Salt A,13276,11440,60,0.0052,intcal13,Beta-277001,1.6261,41.4630,charcoal,?,"AMS, 5598",Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Magdalenian,Moli del Salt,A,Moli del Salt A,12894,11000,60,0.0055,intcal13,Beta-235267,1.6261,41.4630,charcoal,?,"AMS, 5596",Vaquero M. e.a. 2012.JAS 39: 2785-2796.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Upper Magdalenian,Moli del Salt,"A1, Asup",Moli del Salt A,12865,10920,60,0.0055,intcal13,Beta-235268,1.6261,41.4630,charcoal,?,"AMS, 5595",Garcia Diez M. 2006. L'Anthropologie 453-481. Vaquero M. e.a. 2012.JAS 39: 2785-2796. Morales J.I. e.a. 2013.. TP 70:54-75.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Upper Magdalenian,Moli del Salt,"A1, Asup",Moli del Salt A,12926,11060,70,0.0063,intcal13,Beta-221912,1.6261,41.4630,charcoal,?,"AMS, 5593",Garcia Diez M. 2006. L'Anthropologie 453-481. Vaquero M. e.a. 2012.JAS 39: 2785-2796. Morales J.I. e.a. 2013.. TP 70:54-75.,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Upper Magdalenian,Moli del Salt,"A1, Asup",Moli del Salt A,12798,10850,70,0.0065,intcal13,Beta-221913,1.6261,41.4630,charcoal,?,"AMS, 5594",Garcia Diez M. 2006. L'Anthropologie 453-481. Vaquero M. e.a. 2012.JAS 39: 2785-2796. Morales J.I. e.a. 2013.. TP 70:54-75.,Leuven,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,Upper Magdalenian,Moli del Salt,B2,Moli del Salt B,14680,12510,100,0.008,intcal13,GifA-101038,1.6261,41.4630,charcoal,?,"AMS, 2663",http://www.tdx.cesca.es/TESIS_URV/AVAILABLE/TDX-1103103-113135//Capitulo_3_1_3_2_3_3.pdf,Leuven,NA
N Central,Spain,NE Spain,3,End Glacial,Upper Magdalenian,Moli del Salt,B1,Moli del Salt B,13806,11940,100,0.0084,intcal13,GifA-101037,1.6261,41.4630,charcoal,?,"AMS, 2662",http://www.tdx.cesca.es/TESIS_URV/AVAILABLE/TDX-1103103-113135//Capitulo_3_1_3_2_3_3.pdf,Leuven,NA
N Central,Spain,NE Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Moli dels Salt,Superior,Moli dels Salt Superior,8884,8040,40,0.005,intcal13,Beta173335,1.2518,41.2349,NA,NA,NA,Vaquero et al. 2004,O Garcia,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Mondeval de Sora,NA,Mondeval de Sora,8214,7425,55,0.0074,intcal13,OxA7468,12.0569,46.4503,NA,NA,NA,ORAU datelist 31,O Garcia,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Mondeval de Sora,level 4,Mondeval de Sora 4,8162,7330,50,0.0068,intcal13,R1939,12.0569,46.4503,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
Northeast,Italy,NA,4,Holocene,Mesolithic,Mondeval de Sora,level 4b,Mondeval de Sora 4b,9287,8380,70,0.0084,intcal13,R1937,12.0569,46.4503,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
N Central,France,Provence-Alpes-Cรดte d'Azur,3,End Glacial,Mesolithic,Montagne,3,Montagne 4e3,10062,9000,100,0.0111,intcal13,MC-1159,5.0833,43.7500,NA,NA,NA,NA,PANCEA,NA
Northeast,Italy,N Italy,4,Holocene,Mesolithic,Monte Bagioletto Alto,Terre Nere,Monte Bagioletto Alto Terre Nere,9244,8260,60,0.0073,intcal13,B/n-2839,10.3333,44.1500,NA,NA,NA,NA,PANCEA,NA
Northeast,Italy,N Italy,4,Holocene,Mesolithic,Monte Bagioletto Alto,Terre Nere,Monte Bagioletto Alto Terre Nere,8504,7630,120,0.0157,intcal13,I-12520,10.3333,44.1500,NA,NA,NA,NA,PANCEA,NA
Northeast,Italy,N Italy,4,Holocene,Mesolithic,Monte Bagioletto Alto,Terre Rosse,Monte Bagioletto Alto Terre Rosse,8519,7670,120,0.0156,intcal13,I-12687,10.3333,44.1500,NA,NA,NA,NA,PANCEA,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,Lower Magdalenian,Montlleo,IV,Montlleo IV,18706,15440,40,0.0026,intcal13,OxA-9017,1.5216,42.2374,Horse tooth,-19.9,"AMS, 1085","J. Fullola i Pericot, Recherches sur le Palรฉolithique supรฉrieur dans le Nord-Est ibรฉrique (1996-2000), Congrรจs UISPP, Liรจge 2001, URAUL 97, 141-148. Bronk Ramsey C. Archaeometry 51, 2 (2009) 323:349.",Leuven,NA
N Central,Spain,NE Spain,1,LGM,Lower Magdalenian,Montlleo,IV,Montlleo IV,20398,16900,110,0.0065,intcal13,OxA-X-2234-52,1.5216,42.2374,"tooth, horse, UBOX 40- Montlleo 3 from sector B",-19.9,"AMS, 4356","J. Fullola i Pericot, Recherches sur le Palรฉolithique supรฉrieur dans le Nord-Est ibรฉrique (1996-2000), Congrรจs UISPP, Liรจge 2001, URAUL 97, 141-148. Bronk Ramsey C. Archaeometry 51, 2 (2009) 323:349.",Leuven,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,Lower Magdalenian,Montlleo,IV,Montlleo IV,18846,15550,140,0.009,intcal13,OxA-14034,1.5216,42.2374,Charcoal,?,"AMS, 2872","J. Fullola i Pericot, Recherches sur le Palรฉolithique supรฉrieur dans le Nord-Est ibรฉrique (1996-2000), Congrรจs UISPP, Liรจge 2001, URAUL 97, 141-148. Bronk Ramsey C. Archaeometry 51, 2 (2009) 323:349.",Leuven,NA
N Central,France,NA,4,Holocene,Mesolithic,Mourre de Seve,NA,Mourre de Seve,8562,7730,60,0.0078,intcal13,Ly148,4.8728,44.0088,NA,NA,NA,banadora,O Garcia,NA
N Central,France,NA,4,Holocene,Mesolithic,Mourre de Seve,NA,Mourre de Seve,8414,7640,65,0.0085,intcal13,Ly149,4.8728,44.0088,NA,NA,NA,banadora,O Garcia,NA
N Central,France,NA,4,Holocene,Mesolithic,Mourre de Seve,E2 U3 U7,Mourre de Seve E2 U3 U7,8209,7415,60,0.0081,intcal13,Lyon150,4.8728,44.0088,NA,NA,NA,banadora,O Garcia,NA
N Central,France,Provence-Alpes-Cรดte d'Azur,3,End Glacial,Azilian,Mourre Poussiou,NA,Mourre Poussiou,10240,8980,200,0.0223,intcal13,Ly-706,4.1400,43.5000,NA,NA,NA,NA,PANCEA,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,"Gravettian or Solutrean, Middle Solutrean",Nerja,NA,Nerja,16252,13490,50,0.0037,intcal13,Beta-342844,-3.8406,36.7619,"Pinus tp. Sylvestris/nigra from surface near art 223-226, Pico-Pato",?,"AMS, 7123","Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39., P@lethnologie 5, 2013: 224, Medina-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,"Gravettian or Solutrean, Middle Solutrean",Nerja,NA,Nerja,26159,21900,90,0.0041,intcal13,Beta-347457,-3.8406,36.7619,"Pinus tp. Sylvestris/nigra from surface near parietal art,Plataforma",?,"AMS, 7119","Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39., P@lethnologie 5, 2013: 224, Medina-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Magdalenian,Nerja,NA,Nerja,14012,12160,50,0.0041,intcal13,Beta307267,-3.8406,36.7619,NA,NA,NA,Jones ?,O Garcia,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Magdalenian,Nerja,NA,Nerja,14012,12160,50,0.0041,intcal13,Beta307268,-3.8406,36.7619,NA,NA,NA,Jones ?,O Garcia,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,"Gravettian or Solutrean, Middle Solutrean",Nerja,NA,Nerja,16859,13920,60,0.0043,intcal13,Beta-342843,-3.8406,36.7619,"Pinus tp.sylvestris/nigra from fixed lighting point, Subida cierva",?,"AMS, 7120","Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39., P@lethnologie 5, 2013: 224, Medina-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,"Gravettian or Solutrean, Middle Solutrean",Nerja,NA,Nerja,16078,13380,60,0.0045,intcal13,Beta-342842,-3.8406,36.7619,"Pinus cf. Pinus tp. Sylvestris/nigra from surface near art177, Cierva trilineal",?,"AMS, 7121","Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39., P@lethnologie 5, 2013: 224, Medina-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,"Gravettian or Solutrean, Middle Solutrean",Nerja,NA,Nerja,15427,12890,60,0.0047,intcal13,Beta-298418,-3.8406,36.7619,"from surface near art 188, Puenta",?,"AMS, 7124","Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39., P@lethnologie 5, 2013: 224, Medina-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,"Gravettian or Solutrean, Middle Solutrean",Nerja,NA,Nerja,25296,20980,100,0.0048,intcal13,Beta-271212,-3.8406,36.7619,"associรฉ ร  une peinture rouge de capridรฉ (panneau Ne214-22, Bitrrangulares",?,"AMS, 5817","Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39., P@lethnologie 5, 2013: 224, Medina-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,"Gravettian or Solutrean, Middle Solutrean",Nerja,NA,Nerja,33792,29650,160,0.0054,intcal13,Beta-306992,-3.8406,36.7619,Pinus tp. Sylvestris/nigra from fixed lighting point  near art 111-156,?,"AMS, 7125","Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39., P@lethnologie 5, 2013: 224, Medina-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,"Gravettian or Solutrean, Middle Solutrean",Nerja,NA,Nerja,28017,23880,130,0.0054,intcal13,Beta-298419,-3.8406,36.7619,"Pinus tp. Sylvestris/nigra from surface near art 190-212, Fondo",?,"AMS, 7122","Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39., P@lethnologie 5, 2013: 224, Medina-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,"Gravettian or Solutrean, Middle Solutrean",Nerja,NA,Nerja,28204,24130,140,0.0058,intcal13,Beta-277744,-3.8406,36.7619,"from surface near art  111-156,, Organos",?,"AMS, 5815","Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39., P@lethnologie 5, 2013: 224, Medina-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,"Gravettian or Solutrean, Middle Solutrean",Nerja,NA,Nerja,27955,23800,140,0.0059,intcal13,Beta-271211,-3.8406,36.7619,Pinus cf sylvestris/nigra from fixedlighting points in Concavidad 15,?,"AMS, 5816","Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39., P@lethnologie 5, 2013: 224, Medina-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,Middle Solutrean,Nerja,NA,Nerja Galerias Altas,23958,19900,210,0.0106,intcal13,GifA-98191,-3.8406,36.7619,"Charcoal Cervus, figure de quadrupรจde associรฉe (Ne.241)",?,"AMS, 3483","Jorda Pardo J. e. a. 2006. In: Miscelanea en homenaje a Victoria Cabrera. Alcala de Henares: 578-597. Jorda Pardo J. e. a. 2008. UNED1: 239-256. Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39., P@lethnologie 5, 2013: 224,",Leuven,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolitico Geometrico,Nerja,NM,Nerja NM,8196,7390,120,0.0162,intcal13,GaK8968,-3.8406,36.7619,NA,NA,NA,Jorda y Aura 2008,O Garcia,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolitico Geometrico,Nerja,NM11,Nerja NM 11,8298,7500,40,0.0053,intcal13,Beta284148,-3.8406,36.7619,NA,NA,NA,Peรฑa-Chocarro et al. 2013,O Garcia,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Magdalenian,Nerja,"NM16-14, NV7-5",Nerja NM 16,14140,12235,35,0.0029,intcal13,NA,-3.8406,36.7619,NA,NA,NA,NA,QSR paper,NA
Southwest,Spain,S&E Spain,3,End Glacial,Upper Magdalenian,Nerja,NM 16,Nerja NM 16,13815,11970,50,0.0042,intcal13,Beta-313434,-3.8406,36.7619,Charcoal Quercus sp.,?,"AMS, 5819","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris. Jorda Pardo J. e. a. 2008. UNED1: 239-256. Alvarez Fernandez E. 2013. QI, ip",Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Upper Magdalenian,Nerja,NM 16,Nerja NM 16,14216,12231,55,0.0045,intcal13,Sanu-21924,-3.8406,36.7619,"Pinus pinea, kernel husk",?,"AMS, 5821","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris. Jorda Pardo J. e. a. 2008. UNED1: 239-256. Alvarez Fernandez E. 2013. QI, ip",Leuven,NA
