subregion,country,region,period.num,period,industry,site.id,site,unit,site.unit,BP.cal.median,lithics.total,debris,cores,retouched,retouch.freq,backed,backed.freq,bonetools,bonetool.freq,portability,NISP,large.herbivore,small.herbivore,carnivore,lg.herbivore.index,elevation,distcoast.modern,distcoast.contemp,longitude,latitude,macro.retouch.freq
Northeast,Italy,N Italy,4,Holocene,Recent Mesolithic (Castelnoviano),97,Passo dello Zovallo,,Passo dello Zovallo,NA,409,222,3,32,0.078,1,NA,NA,0.000,NA,NA,NA,NA,NA,NA,1535,30.34,30.83,9.5113,44.5511,NA
Northeast,Italy,NE Italy,3,End Glacial,Mesolithic,112,Plan de Frea,"3BIV, 3BIII, 3BII, 3BI, 3AII","Plan de Frea 3BIV, 3BIII, 3BII, 3BI, 3AII",10850,537,148,22,366,0.682,125,NA,NA,0.000,NA,200,NA,NA,NA,NA,1714,116.19,250.35,11.4200,46.3400,NA
Northeast,Italy,N Italy,4,Holocene,Recent Mesolithic (Castelnoviano),98,Podere Camponi,,Podere Camponi,NA,548,57,37,21,0.038,0,NA,NA,0.000,NA,NA,NA,NA,NA,NA,104,68.13,78.63,11.4279,44.4407,NA
Southeast,Italy,Central Italy,3,End Glacial,Final Epigravettian,116,Polesini,7 (2010 dig),Polesini 7 2010 dig,11759,4386,3689,114,583,0.133,170,NA,NA,0.000,NA,NA,NA,NA,NA,NA,229,46.70,54.92,12.8039,41.9584,NA
Southeast,Italy,S Italy,3,End Glacial,Final Epigravettian,53,Pozzo,IV,Pozzo IV,NA,2418,2149,7,262,0.108,92,0.038,NA,NA,NA,NA,401,134,11,0.750,823,71.33,82.31,13.6677,41.9716,0.070
Southeast,Italy,S Italy,2,Late Pleniglacial,Early Epigravettian,53,Pozzo,Outside,Pozzo Outside,NA,442,351,3,88,0.199,18,0.041,NA,NA,NA,NA,24,11,1,0.686,823,71.33,87.89,13.6677,41.9716,0.158
Southeast,Italy,S Italy,4,Holocene,Sauveterrian,53,Pozzo,VI,Pozzo VI,NA,459,348,5,106,0.231,25,0.054,NA,NA,NA,NA,NA,NA,NA,NA,823,71.33,75.38,13.6677,41.9716,0.176
Northeast,Italy,N Italy,4,Holocene,Recent Mesolithic (Castelnoviano),99,Prato Grande,,Prato Grande,NA,709,428,15,27,0.038,NA,NA,NA,0.000,NA,NA,NA,NA,NA,NA,1630,29.95,30.47,9.4983,44.5526,NA
Northeast,Italy,N Italy,4,Holocene,Recent Mesolithic (Castelnoviano),100,Riola,,Riola,NA,1783,1018,226,217,0.122,17,NA,NA,0.000,NA,NA,NA,NA,NA,NA,38,62.37,72.92,11.4893,44.4834,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Upper Paleolithic,45,Riparo Dalmeri,26c-14,Riparo Dalmeri 26c-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57978,10385,20,110,0.998,1231,77.13,222.79,11.6017,45.9951,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Epigravettian,47,Riparo di Biarzo,5a,Riparo di Biarzo 5a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,0,0,1.000,160,36.07,107.17,13.5183,46.1186,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Epigravettian,47,Riparo di Biarzo,5b,Riparo di Biarzo 5b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,108,0,0,1.000,160,36.07,107.17,13.5183,46.1186,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Epigravettian,47,Riparo di Biarzo,5c,Riparo di Biarzo 5c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,334,0,0,1.000,160,36.07,107.17,13.5183,46.1186,NA
Northeast,Italy,NE Italy,4,Holocene,Sauveterriano,44,Riparo la Cogola,US16,Riparo la Cogola US16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2425,47,5,5,0.904,1856,98.93,118.29,11.1856,45.9717,NA
Northeast,Italy,NE Italy,4,Holocene,Sauveterriano,44,Riparo la Cogola,US17,Riparo la Cogola US17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,8,0,1,1.000,1856,98.93,118.29,11.1856,45.9717,NA
Northeast,Italy,NE Italy,3,End Glacial,Epigravettian_Sauveterriano,44,Riparo la Cogola,US18,Riparo la Cogola US18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4757,86,8,21,0.915,1856,98.93,233.58,11.1856,45.9717,NA
Northeast,Italy,NE Italy,3,End Glacial,Late epigravettian,44,Riparo la Cogola,US19,Riparo la Cogola US19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5077,168,17,18,0.908,1856,98.93,233.58,11.1856,45.9717,NA
Northeast,Italy,NE Italy,3,End Glacial,Epigravettian_Sauveterriano,44,Riparo la Cogola,US25,Riparo la Cogola US25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,18,1,4,0.947,1856,98.93,233.58,11.1856,45.9717,NA
Northeast,Italy,NW Italy,3,End Glacial,Late Epigravettian,48,Riparo Mochi,A,Riparo Mochi A,NA,717,563,NA,154,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,0.36,1.98,7.4615,43.7645,NA
Northeast,Italy,NW Italy,1,LGM,Gravettian,48,Riparo Mochi,D Base,Riparo Mochi D Base,NA,4633,4224,89,320,0.069,202,0.044,NA,NA,NA,NA,NA,NA,NA,NA,209,0.36,3.31,7.4615,43.7645,0.025
Northeast,Italy,NW Italy,1,LGM,Gravettian,48,Riparo Mochi,D I,Riparo Mochi D I,NA,197,181,3,13,0.066,8,0.041,NA,NA,NA,NA,NA,NA,NA,NA,209,0.36,3.31,7.4615,43.7645,0.025
Northeast,Italy,NW Italy,1,LGM,Gravettian,48,Riparo Mochi,D II,Riparo Mochi D II,NA,576,533,10,33,0.057,15,0.026,NA,NA,NA,NA,NA,NA,NA,NA,209,0.36,3.31,7.4615,43.7645,0.031
Northeast,Italy,NW Italy,1,LGM,Gravettian,48,Riparo Mochi,D III,Riparo Mochi D III,NA,2359,2165,45,149,0.063,60,0.025,NA,NA,NA,NA,NA,NA,NA,NA,209,0.36,3.31,7.4615,43.7645,0.038
Northeast,Italy,NW Italy,1,LGM,Gravettian,48,Riparo Mochi,D IV,Riparo Mochi D IV,NA,9400,8462,219,719,0.076,320,0.034,NA,NA,NA,NA,NA,NA,NA,NA,209,0.36,3.31,7.4615,43.7645,0.042
Northeast,Italy,NE Italy,4,Holocene,Early Mesolithic,42,Riparo Soman,E-Meso,Riparo Soman E-Meso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,161,13,6,0.925,120,104.31,123.44,10.8377,45.5813,NA
Northeast,Italy,NE Italy,4,Holocene,Epigravettian_Mesolithic,42,Riparo Soman,Epi-Meso,Riparo Soman Epi-Meso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,191,13,3,0.936,120,104.31,123.44,10.8377,45.5813,NA
Northeast,Italy,NE Italy,3,End Glacial,Late Epigravettian,42,Riparo Soman,I,Riparo Soman I,13900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,464,5,22,0.989,120,104.31,185.64,10.8377,45.5813,NA
Northeast,Italy,NE Italy,3,End Glacial,Late Epigravettian,42,Riparo Soman,II,Riparo Soman II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,352,2,18,0.994,120,104.31,185.64,10.8377,45.5813,NA
Northeast,Italy,NE Italy,4,Holocene,Late Mesolithic,42,Riparo Soman,L-Meso,Riparo Soman L-Meso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,31,0,1,1.000,120,104.31,123.44,10.8377,45.5813,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Upper Paleolithic,43,Riparo Tagliente,1-3b,Riparo Tagliente 1-3b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,161,0,0,1.000,232,90.57,191.48,11.0056,45.5403,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Upper Paleolithic,43,Riparo Tagliente,10-10e,Riparo Tagliente 10-10e,15478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,379,0,0,1.000,232,90.57,191.48,11.0056,45.5403,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Upper Paleolithic,43,Riparo Tagliente,11-12,Riparo Tagliente 11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,101,0,0,1.000,232,90.57,191.48,11.0056,45.5403,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Upper Paleolithic,43,Riparo Tagliente,13-15,Riparo Tagliente 13-15,14278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,174,0,0,1.000,232,90.57,191.48,11.0056,45.5403,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Upper Paleolithic,43,Riparo Tagliente,16-17,Riparo Tagliente 16-17,16102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,91,0,0,1.000,232,90.57,191.48,11.0056,45.5403,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Upper Paleolithic,43,Riparo Tagliente,4-4b,Riparo Tagliente 4-4b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,39,0,0,1.000,232,90.57,191.48,11.0056,45.5403,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Upper Paleolithic,43,Riparo Tagliente,5-7b,Riparo Tagliente 5-7b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,335,0,0,1.000,232,90.57,191.48,11.0056,45.5403,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Upper Paleolithic,43,Riparo Tagliente,8-9,Riparo Tagliente 8-9,14171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,452,0,0,1.000,232,90.57,191.48,11.0056,45.5403,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Epigravettian,121,Roccarazzo,,Roccarazzo,NA,849,644,28,177,0.208,50,NA,NA,0.000,NA,NA,NA,NA,NA,NA,181,61.03,64.09,8.2845,44.8723,NA
N Central,France,Languedoc,1,LGM,Early Salpêtrian,23,Salpetriere,18-7,Salpetriere 18-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,8,3,0,0.727,27,53.65,86.78,4.5641,43.9396,NA
N Central,France,Languedoc,1,LGM,Solutrean,23,Salpetriere,24,Salpetriere 24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,4,1,0,0.800,27,53.65,86.78,4.5641,43.9396,NA
N Central,France,Languedoc,1,LGM,Pontigardian,23,Salpetriere,30A,Salpetriere 30A,24572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1576,42,10,2,0.808,27,53.65,86.78,4.5641,43.9396,NA
N Central,France,Languedoc,2,Late Pleniglacial,Upper Magdalenian/ Upper Salpetrian,23,Salpetriere,4-3,Salpetriere 4-3,15632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420,7,21,0,0.250,27,53.65,76.96,4.5641,43.9396,NA
N Central,France,Languedoc,1,LGM,Early Salpêtrian,23,Salpetriere,5,Salpetriere 5,21641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,8,10,0,0.444,27,53.65,86.78,4.5641,43.9396,NA
N Central,France,Languedoc,2,Late Pleniglacial,Upper Magdalenian/ Upper Salpetrian,23,Salpetriere,5-4,Salpetriere 5-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,2,0,0.667,27,53.65,76.96,4.5641,43.9396,NA
N Central,France,Languedoc,1,LGM,Early Salpêtrian,23,Salpetriere,6,Salpetriere 6,23482,3500,NA,32,363,0.104,110,0.031,NA,NA,NA,428,20,8,1,0.714,27,53.65,86.78,4.5641,43.9396,0.072
N Central,France,Languedoc,2,Late Pleniglacial,Upper Magdalenian/ Upper Salpetrian,23,Salpetriere,"6, 2-1","Salpetriere 6, 2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,6,6,2,0.500,27,53.65,76.96,4.5641,43.9396,NA
N Central,France,Languedoc,1,LGM,Solutrean,23,Salpetriere,E,Salpetriere E,26630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,8,1,1,0.889,27,53.65,86.78,4.5641,43.9396,NA
N Central,France,Languedoc,1,LGM,Solutrean,23,Salpetriere,I-v,Salpetriere I-V,23052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2712,98,6,2,0.942,27,53.65,86.78,4.5641,43.9396,NA
Northeast,Italy,N Italy,4,Holocene,Recent Mesolithic (Castelnoviano),101,Santa Barbara,,Santa Barbara,NA,63,34,2,8,0.127,NA,NA,NA,0.000,NA,NA,NA,NA,NA,NA,1150,46.37,47.07,9.4606,44.7314,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolithic Notches-denticulates,79,Santa Maira,SM 3,Santa Maira SM 3,9870,1404,1024,NA,200,0.142,32,0.023,11,0.008,0.215,1475,500,950,25,0.345,596,20.37,21.33,-0.2151,38.7303,0.120
Southwest,Spain,S&E Spain,3,End Glacial,Magdalenian,79,Santa Maira,SM 5,Santa Maira SM 5,13438,2645,305,NA,482,0.182,208,0.079,32,0.012,0.498,1929,728,1186,15,0.380,596,20.37,24.51,-0.2151,38.7303,0.104
Southeast,Italy,S Italy,3,End Glacial,Final Epigravettian,120,Santa Maria,,Santa Maria,NA,433,53,17,229,0.529,30,NA,NA,0.000,NA,NA,NA,NA,NA,NA,115,5.41,8.64,17.6174,40.7329,NA
Northeast,Italy,N Italy,4,Holocene,Recent Mesolithic (Castelnoviano),102,Sasso Fratto,,Sasso Fratto,NA,382,353,13,16,0.042,3,0.008,NA,0.000,NA,NA,NA,NA,NA,NA,1706,35.56,39.64,10.4209,44.2407,NA
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,22,Saut du Loup,I,Saut du Loup I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9195,9,234,3,0.037,292,96.42,115.62,4.5349,44.3659,NA
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,22,Saut du Loup,II,Saut du Loup II,13924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5265,10,146,3,0.064,292,96.42,115.62,4.5349,44.3659,NA
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,22,Saut du Loup,III,Saut du Loup III,13608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19453,11,524,5,0.021,292,96.42,115.62,4.5349,44.3659,NA
Southeast,Italy,S Italy,3,End Glacial,Epipaleolithic,52,Serratura,4,Serratura 4,11605,180,126,7,47,0.261,1,0.006,NA,NA,NA,NA,104,0,3,1.000,64,0.12,0.68,15.4211,39.9938,0.256
Southeast,Italy,S Italy,3,End Glacial,Epipaleolithic,52,Serratura,5,Serratura 5,11182,712,507,81,124,0.174,3,0.004,NA,NA,NA,NA,368,0,39,1.000,64,0.12,0.68,15.4211,39.9938,0.170
Southeast,Italy,S Italy,3,End Glacial,Sauveterrian,52,Serratura,6,Serratura 6,11182,375,333,11,31,0.083,11,0.029,NA,NA,NA,NA,34,0,4,1.000,64,0.12,0.68,15.4211,39.9938,0.053
Southeast,Italy,S Italy,3,End Glacial,Sauveterrian,52,Serratura,7,Serratura 7,11700,547,488,18,41,0.075,19,0.035,NA,NA,NA,NA,80,0,15,1.000,64,0.12,0.68,15.4211,39.9938,0.040
Southeast,Italy,S Italy,3,End Glacial,Epigravettian-Mesolithic,52,Serratura,8A,Serratura 8A,13390,338,291,14,33,0.098,16,0.047,NA,NA,NA,NA,32,0,6,1.000,64,0.12,0.68,15.4211,39.9938,0.050
Southeast,Italy,S Italy,3,End Glacial,Epigravettian-Mesolithic,52,Serratura,8B,Serratura 8B,13390,625,534,32,59,0.094,30,0.048,NA,NA,NA,NA,131,0,12,1.000,64,0.12,0.68,15.4211,39.9938,0.046
Southeast,Italy,S Italy,3,End Glacial,Final Epigravettian,52,Serratura,8C,Serratura 8C,13390,456,347,33,76,0.167,33,0.072,NA,NA,NA,NA,166,0,60,1.000,64,0.12,0.68,15.4211,39.9938,0.094
Southeast,Italy,S Italy,3,End Glacial,Final Epigravettian,52,Serratura,8D,Serratura 8D,13390,610,453,40,117,0.192,12,0.020,NA,NA,NA,NA,NA,NA,NA,NA,64,0.12,0.68,15.4211,39.9938,0.172
Southeast,Italy,Central Italy,2,Late Pleniglacial,Epigravettian,117,Settecannelle,10,Settecannelle 10,14526,1799,1445,37,317,0.176,NA,NA,NA,0.000,NA,NA,NA,NA,NA,NA,383,27.99,40.47,11.7550,42.5451,NA
Southeast,Italy,Central Italy,2,Late Pleniglacial,Epigravettian,117,Settecannelle,11,Settecannelle 11,NA,145,106,0,39,0.269,NA,NA,NA,0.000,NA,NA,NA,NA,NA,NA,383,27.99,40.47,11.7550,42.5451,NA
Southeast,Italy,Central Italy,2,Late Pleniglacial,Epigravettian,117,Settecannelle,"12, 14","Settecannelle 12, 14",18998,846,719,14,113,0.134,33,NA,NA,0.000,NA,NA,NA,NA,NA,NA,383,27.99,40.47,11.7550,42.5451,NA
Southeast,Italy,Central Italy,1,LGM,Epigravettian,117,Settecannelle,15 - 17,Settecannelle 15 - 17,19776,1429,1276,13,140,0.098,46,NA,NA,0.000,NA,NA,NA,NA,NA,NA,383,27.99,44.23,11.7550,42.5451,NA
Southeast,Italy,Central Italy,3,End Glacial,Epigravettian,117,Settecannelle,8,Settecannelle 8,13417,246,197,0,49,0.199,NA,NA,NA,0.000,NA,NA,NA,NA,NA,NA,383,27.99,36.33,11.7550,42.5451,NA
N Central,France,Provence,3,End Glacial,Epipaleolithic,33,Soubeyras,C2,Soubeyras C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,10,10,1,0.500,182,48.97,55.01,5.2050,43.8350,NA
N Central,France,Provence,3,End Glacial,Epipaleolithic,33,Soubeyras,C3a,Soubeyras C3a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146,2,58,0,0.033,182,48.97,55.01,5.2050,43.8350,NA
N Central,France,Provence,3,End Glacial,Epipaleolithic,33,Soubeyras,C3b,Soubeyras C3b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,0,1,1.000,182,48.97,55.01,5.2050,43.8350,NA
Northeast,Italy,N Italy,4,Holocene,Recent Mesolithic (Castelnoviano),103,Stanga,,Stanga,NA,1385,1030,164,191,0.138,2,NA,NA,0.000,NA,NA,NA,NA,NA,NA,44,63.63,74.25,11.4760,44.4728,NA
Northeast,Italy,NW Italy,4,Holocene,Pal sup-Neolithic,50,Stefanin,III,Stefanin III,NA,NA,NA,0,70,NA,2,NA,NA,NA,NA,4411,1221,7,85,0.994,684,16.64,16.77,8.0181,44.1036,NA
Northeast,Italy,NW Italy,4,Holocene,Late Epigravettian,50,Stefanin,IV,Stefanin IV,9092,NA,NA,0,366,NA,110,NA,NA,NA,NA,3129,1458,7,45,0.995,684,16.64,16.77,8.0181,44.1036,NA
Northeast,Italy,NW Italy,2,Late Pleniglacial,Epigravettian,50,Stefanin,IX,Stefanin IX,NA,33,15,1,17,0.515,6,0.182,NA,NA,NA,94,14,0,0,1.000,684,16.64,18.46,8.0181,44.1036,0.333
Northeast,Italy,NW Italy,4,Holocene,Late Epigravettian,50,Stefanin,V,Stefanin V,9129,NA,NA,0,355,NA,91,NA,NA,NA,NA,5507,1375,12,39,0.991,684,16.64,16.77,8.0181,44.1036,NA
Northeast,Italy,NW Italy,2,Late Pleniglacial,Late Epigravettian,50,Stefanin,VI,Stefanin VI,14969,NA,NA,0,61,NA,21,NA,NA,NA,NA,387,160,1,3,0.994,684,16.64,18.46,8.0181,44.1036,NA
Northeast,Italy,NW Italy,3,End Glacial,Late Epigravettian,50,Stefanin,VII,Stefanin VII,NA,21,15,0,6,0.286,1,0.048,NA,NA,NA,285,176,2,0,0.989,684,16.64,17.56,8.0181,44.1036,0.238
Northeast,Italy,NW Italy,3,End Glacial,Late epigravettian,50,Stefanin,VIII,Stefanin VIII,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,26,0,0,1.000,684,16.64,17.56,8.0181,44.1036,NA
Northeast,Italy,NW Italy,2,Late Pleniglacial,Epigravettian,50,Stefanin,X,Stefanin X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,18,0,0,1.000,684,16.64,18.46,8.0181,44.1036,NA
Northeast,Italy,NW Italy,2,Late Pleniglacial,Epigravettian,50,Stefanin,XI,Stefanin XI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,6,0,0,1.000,684,16.64,18.46,8.0181,44.1036,NA
Northeast,Italy,NW Italy,2,Late Pleniglacial,Epigravettian,50,Stefanin,XVI,Stefanin XVI,NA,16,12,1,3,0.188,1,0.063,NA,NA,NA,56,35,0,1,1.000,684,16.64,18.46,8.0181,44.1036,0.125
Northeast,Italy,N Italy,4,Holocene,Recent Mesolithic (Castelnoviano),104,Termini,,Termini,NA,47,42,0,1,0.021,NA,NA,NA,0.000,NA,NA,NA,NA,NA,NA,1316,38.95,39.47,9.5799,44.6126,NA
Northeast,Italy,N Italy,4,Holocene,Sauveterriano_Castelnoviano,105,Torbiera d'Aveio,,Torbiera d'Aveio,NA,510,149,3,20,0.039,6,NA,NA,0.000,NA,NA,NA,NA,NA,NA,1535,30.34,30.83,9.5113,44.5511,NA
Southwest,Spain,Southwest,3,End Glacial,Epipalaeolithic,77,Tossal de la Roca,I,Tossal de la Roca I,10096,3379,NA,NA,204,0.060,64,0.019,3,1.000,,1439,250,1210,1,0.171,1535,22.37,33.30,-0.2797,38.7919,0.041
Southwest,Spain,Southwest,4,Holocene,Mesolithic,77,Tossal de la Roca,I  (ext),Tossal de la Roca I Ext,8327,NA,NA,NA,NA,NA,NA,NA,2,2.000,,36,26,6,4,0.813,1535,22.37,25.00,-0.2797,38.7919,NA
Southwest,Spain,Southwest,3,End Glacial,Mesolithic,77,Tossal de la Roca,II (ext),Tossal de la Roca II Ext,10270,NA,NA,NA,NA,NA,NA,NA,6,3.000,,60,27,26,7,0.509,1535,22.37,33.30,-0.2797,38.7919,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Magdalenian,77,Tossal de la Roca,III,Tossal de la Roca III,16011,5819,NA,NA,296,0.051,117,0.020,0,0.000,0.395,1955,364,1561,1,0.189,1535,22.37,41.29,-0.2797,38.7919,0.031
N Central,France,Languedoc,2,Late Pleniglacial,Middle Magdalenian,13,Tournal,IV a-g,Tournal IV a-g,16601,70,33,11,37,0.529,11,0.157,8,0.114,0.514,6200,6061,75,64,0.988,212,26.77,57.52,2.8833,43.3167,0.371
Northeast,Italy,NE Italy,2,Late Pleniglacial,Epigravettian,113,Tschonstoan Rock Shelter,,Tschonstoan Rock Shelter,NA,181,79,1,64,0.354,43,NA,NA,0.000,NA,NA,NA,NA,NA,NA,514,78.08,214.53,11.7644,46.0845,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Epigravettian,114,Val Lastari,"3A, 3B, 3C, 3D, 3E, SIII, SIV, SV",Val Lastari,NA,1881,466,764,651,0.346,388,NA,NA,0.000,NA,NA,NA,NA,NA,NA,826,62.02,216.39,11.6055,45.7982,NA
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,19,Valorgues,10-9,Valorgues 10-9,12644,NA,NA,NA,111,NA,42,NA,NA,NA,NA,134,8,0,2,1.000,114,60.75,79.51,4.4406,44.0453,NA
N Central,France,Languedoc,2,Late Pleniglacial,Epipaleolithic,19,Valorgues,14-11,Valorgues 14-11,14200,NA,NA,NA,176,NA,100,NA,NA,NA,NA,187,11,1,2,0.917,114,60.75,90.00,4.4406,44.0453,NA
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,19,Valorgues,18-15,Valorgues 18-15,13078,NA,NA,NA,70,NA,23,NA,NA,NA,NA,30,4,0,1,1.000,114,60.75,79.51,4.4406,44.0453,NA
N Central,France,Languedoc,2,Late Pleniglacial,Upper Magdalenian/ Upper Salpetrian,19,Valorgues,19,Valorgues 19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,3,0,0,1.000,114,60.75,90.00,4.4406,44.0453,NA
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,19,Valorgues,7,Valorgues 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,0,0.750,114,60.75,79.51,4.4406,44.0453,NA
N Central,France,Languedoc,3,End Glacial,Epipaleolithic,19,Valorgues,8,Valorgues 8,12885,NA,NA,NA,241,NA,102,NA,NA,NA,NA,95,9,1,2,0.900,114,60.75,79.51,4.4406,44.0453,NA
N Central,France,Provence,4,Holocene,Mesolithic,38,Vauloubeau,A,Vauloubeau A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,9,1,0.357,363,64.92,65.56,5.3860,43.9440,NA
N Central,France,Provence,4,Holocene,Mesolithic,38,Vauloubeau,CeB,Vauloubeau CeB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,3,34,1,0.081,363,64.92,65.56,5.3860,43.9440,NA
N Central,France,Provence,4,Holocene,Mesolithic,38,Vauloubeau,D,Vauloubeau D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,4,15,0,0.211,363,64.92,65.56,5.3860,43.9440,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Epigravettian,106,Villabruna A,16 (13-9) (6-4),Villabruna A 16 13-9 6-4,14071,215,NA,21,188,0.874,88,NA,NA,0.000,NA,NA,NA,NA,NA,NA,740,65.21,211.82,11.7161,45.9221,NA
Northeast,Italy,NE Italy,2,Late Pleniglacial,Epigravettian,107,Villabruna C,4,Villabruna C 4,NA,45,NA,5,40,0.889,30,NA,NA,0.000,NA,NA,NA,NA,NA,NA,740,65.21,211.82,11.7161,45.9221,NA
